species_name,t_number,code,genome_link
Neoasaia_chiangmaiensis,T04705,nch,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/005/465/GCA_002005465.1_ASM200546v1
Commensalibacter_melissae_AMU001,T05684,coq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/691/365/GCA_003691365.1_ASM369136v1
Commensalibacter_melissae_ESL0284,T06375,comm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/734/185/GCA_009734185.1_ASM973418v1
Neokomagataea_tanensis,T06079,ntn,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/542/335/GCA_006542335.1_ASM654233v1
Oecophyllibacter_saccharovorans,T06092,neh,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/542/375/GCA_006542375.1_ASM654237v1
Swingsia_samuiensis,T06080,ssam,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/542/355/GCA_006542355.1_ASM654235v1
Formicincola_oecophyllae,T06093,swf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/542/395/GCA_006542395.2_ASM654239v2
Bombella_sp._ESL0368,T06372,bob,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/734/205/GCA_009734205.1_ASM973420v1
Aristophania_vespae,T06386,bomb,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/906/835/GCA_009906835.1_ASM990683v1
Entomobacter_blattae,T07040,ebla,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/672/835/GCA_014672835.1_ASM1467283v1
Lichenicola_cladoniae,T07054,lck,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/201/075/GCA_013201075.1_ASM1320107v1
Novacetimonas_hansenii,T06979,kha,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/843/995/GCA_014843995.1_ASM1484399v1
Parasaccharibacter_sp._TMW_2.1888,T08091,parz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/167/265/GCA_023167265.1_ASM2316726v1
Sediminicoccus_rosea,T08103,srf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/243/115/GCA_023243115.1_ASM2324311v1
Rhodovastum_atsumiense,T08162,rap,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/425/535/GCA_937425535.1_Rhodovastum_atsumiense_G2-11
Acidocella_sp._MX-AZ03,T08719,acim,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/626/035/GCA_027626035.1_ASM2762603v1
Stella_humosa,T06078,shum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/738/645/GCA_006738645.1_ASM673864v1
Stella_vacuolata,T06335,svc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/739/055/GCA_006739055.1_ASM673905v1
Stella_sp._ATCC_35155,T07954,stel,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/738/865/GCA_006738865.1_ASM673886v1
Azospirillum_sp._B510,T01169,azl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/725/GCA_000010725.1_ASM1072v1
Azospirillum_lipoferum,T01658,ali,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/283/655/GCA_000283655.1_ASM28365v1
Azospirillum_baldaniorum_Sp245,T02152,abs,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/365/GCA_000237365.1_ASM23736v1
Azospirillum_brasilense_Az39,T03288,abq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/632/475/GCA_000632475.2_ASM63247v2
Azospirillum_brasilense_Sp7,T04566,abf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/315/015/GCA_001315015.1_ASM131501v1
Azospirillum_thiophilum,T04091,ati,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/305/595/GCA_001305595.1_ASM130559v1
Azospirillum_humicireducens,T04409,ahu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/639/105/GCA_001639105.2_ASM163910v2
Azospirillum_sp._TSH58,T05449,azt,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/119/115/GCA_003119115.1_ASM311911v1
Azospirillum_ramasamyi,T05500,azm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/233/655/GCA_003233655.1_ASM323365v1
Azospirillum_thermophilum,T05917,azz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/130/795/GCA_003130795.1_ASM313079v1
Azospirillum_oryzae,T06782,aoz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/347/285/GCA_013347285.1_ASM1334728v1
Azospirillum_argentinense,T08628,aare,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/222/165/GCA_005222165.1_ASM522216v1
Nitrospirillum_amazonense,T04935,nao,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/730/165/GCA_000730165.2_ASM73016v2
Niveispirillum_cyanobacteriorum,T05262,ncb,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/868/735/GCA_002868735.1_ASM286873v1
Skermanella_sp._TT6,T07020,skt,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/653/635/GCA_016653635.2_ASM1665363v2
Skermanella_mucosa,T07652,smuc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/765/655/GCA_016765655.2_ASM1676565v2
Skermanella_rosea,T07666,sroe,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/806/835/GCA_016806835.2_ASM1680683v2
Rhodospirillum_rubrum_ATCC_11170,T00310,rru,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/085/GCA_000013085.1_ASM1308v1
Rhodospirillum_rubrum_F11,T02006,rrf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/225/955/GCA_000225955.1_ASM22595v1
Rhodospirillum_centenum,T00785,rce,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/185/GCA_000016185.1_ASM1618v1
Pararhodospirillum_photometricum,T01851,rpm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/415/GCA_000284415.2_ASM28441v2
Magnetospirillum_magneticum,T00305,mag,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/985/GCA_000009985.1_ASM998v1
Magnetospirillum_gryphiswaldense_MSR-1_v2,T02960,mgy,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/513/295/GCA_000513295.1_MGMSRv2
Magnetospirillum_gryphiswaldense_MSR-1,T05662,mgry,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/995/515/GCA_002995515.1_ASM299551v1
Magnetospirillum_sp._XM-1,T04231,magx,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/511/835/GCA_001511835.1_XM-1
Magnetospirillum_sp._ME-1,T04817,magn,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/535/GCA_002105535.1_ASM210553v1
Candidatus_Endolissoclinum_faulkneri_L2,T02365,thal,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/319/385/GCA_000319385.1_ASM31938v1
Candidatus_Endolissoclinum_faulkneri_L5,T04221,efk,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/265/GCA_000510265.1_ASM51026v1
Haematospirillum_jordaniae,T04366,hjo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/611/975/GCA_001611975.1_ASM161197v1
Ferrovibrio_terrae,T06089,fer,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/197/755/GCA_007197755.1_ASM719775v1
Hypericibacter_terrae,T06396,htq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/728/855/GCA_008728855.1_ASM872885v1
Hypericibacter_adhaerens,T06413,hadh,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/728/835/GCA_008728835.1_ASM872883v1
Defluviicoccus_sp._SSA4,T06717,dex,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/414/705/GCA_013414705.1_ASM1341470v1
Defluviicoccus_vanus,T06814,dvn,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/672/695/GCA_014672695.1_ASM1467269v1
Tistrella_mobilis,T02128,tmo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/264/455/GCA_000264455.2_ASM26445v2
Thalassospira_xiamenensis,T03639,txi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/300/235/GCA_000300235.2_ASM30023v2
Thalassospira_marina,T05224,thac,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/844/375/GCA_002844375.1_ASM284437v1
Thalassospira_indica,T05581,tii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/403/095/GCA_003403095.1_ASM340309v1
Thalassospira_sp._A40-3,T08364,thai,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/871/485/GCA_015871485.1_ASM1587148v1
Magnetospira_sp._QH-2,T03795,magq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/968/135/GCA_000968135.1_ASM96813v1
Varunaivibrio_sulfuroxidans,T08892,vsu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/318/635/GCA_029318635.1_ASM2931863v1
Elioraea_tepida,T07340,elio,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/203/965/GCA_019203965.1_ASM1920396v1
Nisaea_acidiphila,T08369,naci,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/662/015/GCA_024662015.1_ASM2466201v1
Parvularcula_bermudensis,T01298,pbr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/825/GCA_000152825.2_ASM15282v2
Hyphococcus_flavus,T08821,hfl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/748/065/GCA_028748065.1_ASM2874806v1
Magnetococcus_marinus,T00427,mgm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/865/GCA_000014865.1_ASM1486v1
Candidatus_Pelagibacter_ubique,T00257,pub,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/345/GCA_000012345.1_ASM1234v1
Candidatus_Pelagibacter_sp._IMCC9063,T01465,pel,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/085/GCA_000195085.1_ASM19508v1
Candidatus_Pelagibacter_giovannonii,T06537,peg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/276/695/GCA_012276695.1_ASM1227669v1
Alpha_proteobacterium_HIMB59,T02249,apc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/115/GCA_000299115.1_ASM29911v1
Alpha_proteobacterium_HIMB5,T02250,apm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/095/GCA_000299095.1_ASM29909v1
Paremcibacter_congregatus,T06024,ecog,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/385/135/GCA_006385135.1_ASM638513v1
Pseudemcibacter_aquimaris,T08836,paqi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/869/115/GCA_028869115.1_ASM2886911v1
Candidatus_Puniceispirillum_marinum,T01207,apb,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/465/GCA_000024465.1_ASM2446v1
Sneathiella_marina,T08200,snea,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/746/535/GCA_023746535.1_ASM2374653v1
Kordiimonas_sp._SCSIO_12610,T08324,koz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/398/015/GCA_024398015.1_ASM2439801v1
Acidithiobacillus_ferrooxidans_ATCC_23270,T00810,afr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/485/GCA_000021485.1_ASM2148v1
Acidithiobacillus_ferrooxidans_ATCC_53993,T00758,afe,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/825/GCA_000020825.1_ASM2082v1
Acidithiobacillus_caldus_SM-1,T01581,acu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/221/025/GCA_000221025.1_ASM22102v1
Acidithiobacillus_caldus_ATCC_51756,T03561,acz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/175/575/GCA_000175575.2_ASM17557v2
Acidithiobacillus_ferrivorans,T01595,afi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/095/GCA_000214095.3_ASM21409v3
Acidithiobacillus_ferridurans,T05847,afj,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/966/655/GCA_003966655.1_ASM396665v1
Acidithiobacillus_thiooxidans,T06281,atx,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/662/475/GCA_009662475.1_ASM966247v1
Acidithiobacillus_ferriphilus,T07843,afp,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/844/025/GCA_020844025.1_ASM2084402v1
Acidithiobacillus_sp._YTS05,T08616,aciy,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/396/695/GCA_024396695.1_ASM2439669v1
Mariprofundus_aestuarium,T05212,maes,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/795/805/GCA_002795805.1_ASM279580v1
Mariprofundus_ferrinatatus,T05213,mfn,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/795/825/GCA_002795825.1_ASM279582v1
Hydrogenophilus_thermoluteolus,T05630,htl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/574/215/GCA_003574215.1_ASM357421v1
Helicobacter_pylori_26695,T00008,hpy,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/525/GCA_000008525.1_ASM852v1
Helicobacter_pylori_26695,T02282,heo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/307/795/GCA_000307795.1_ASM30779v1
Helicobacter_pylori_J99,T00020,hpj,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/785/GCA_000008785.1_ASM878v1
Helicobacter_pylori_HPAG1,T00365,hpa,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/245/GCA_000013245.1_ASM1324v1
Helicobacter_pylori_Shi470,T00742,hps,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/245/GCA_000020245.1_ASM2024v1
Helicobacter_pylori_Shi112,T02037,hhp,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/277/405/GCA_000277405.1_ASM27740v1
Helicobacter_pylori_Shi169,T02038,hhq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/277/385/GCA_000277385.1_ASM27738v1
Helicobacter_pylori_Shi417,T02039,hhr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/277/365/GCA_000277365.1_ASM27736v1
Helicobacter_pylori_G27,T00777,hpg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/165/GCA_000021165.1_ASM2116v1
Helicobacter_pylori_P12,T00786,hpp,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/465/GCA_000021465.1_ASM2146v1
Helicobacter_pylori_B38,T00950,hpb,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/091/345/GCA_000091345.1_ASM9134v1
Helicobacter_pylori_B8,T01262,hpl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/755/GCA_000196755.1_ASM19675v1
Helicobacter_pylori_PeCan4,T01322,hpc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/875/GCA_000148875.1_ASM14887v1
Helicobacter_pylori_PeCan18,T02036,hca,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/277/425/GCA_000277425.1_ASM27742v1
Helicobacter_pylori_SJM180,T01323,hpm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/855/GCA_000148855.1_ASM14885v1
Helicobacter_pylori_ELS37,T01798,hpe,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/255/955/GCA_000255955.1_ASM25595v1
Helicobacter_pylori_35A,T01892,hpo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/935/GCA_000178935.2_ASM17893v2
Helicobacter_pylori_908,T01893,hpi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/665/GCA_000148665.1_ASM14866v1
Helicobacter_pylori_2017,T01913,hpq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/192/315/GCA_000192315.1_ASM19231v1
Helicobacter_pylori_2018,T01914,hpw,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/192/335/GCA_000192335.1_ASM19233v1
Helicobacter_pylori_Cuz20,T01894,hpu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/895/GCA_000148895.1_ASM14889v1
Helicobacter_pylori_F16,T01910,hef,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/005/GCA_000270005.1_ASM27000v1
Helicobacter_pylori_F30,T01895,hpf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/025/GCA_000270025.1_ASM27002v1
Helicobacter_pylori_F32,T01911,heq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/045/GCA_000270045.1_ASM27004v1
Helicobacter_pylori_F57,T01912,hex,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/065/GCA_000270065.1_ASM27006v1
Helicobacter_pylori_Sat464,T01897,hpt,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/915/GCA_000148915.1_ASM14891v1
Helicobacter_pylori_52,T01898,hpz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/805/GCA_000023805.1_ASM2380v1
Helicobacter_pylori_v225d,T01899,hpv,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/093/185/GCA_000093185.1_ASM9318v1
Helicobacter_pylori_83,T01915,hpx,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/213/135/GCA_000213135.1_ASM21313v1
Helicobacter_pylori_SNT49,T01916,hen,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/224/575/GCA_000224575.1_ASM22457v1
Helicobacter_pylori_Lithuania75,T01896,hph,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/225/GCA_000185225.1_ASM18522v1
Helicobacter_pylori_Gambia94,T01917,heg,24/https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/205/GCA_000185205.1_ASM18520v1
Helicobacter_pylori_India7,T01918,hpn,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/185/GCA_000185185.1_ASM18518v1
Helicobacter_pylori_Puno120,T01919,hep,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/224/535/GCA_000224535.1_ASM22453v1
Helicobacter_pylori_Puno135,T01920,heu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/224/555/GCA_000224555.1_ASM22455v1
Helicobacter_pylori_SouthAfrica7,T01921,hes,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/245/GCA_000185245.1_ASM18524v1
Helicobacter_pylori_SouthAfrica20,T02807,hpys,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/590/775/GCA_000590775.1_ASM59077v1
Helicobacter_pylori_HUP-B14,T02035,hcn,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/259/235/GCA_000259235.1_ASM25923v1
Helicobacter_pylori_51,T02082,hpd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/725/GCA_000011725.1_ASM1172v1
Helicobacter_pylori_XZ274,T02130,hey,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/262/655/GCA_000262655.1_ASM26265v1
Helicobacter_pylori_Rif1,T02317,her,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/307/815/GCA_000307815.1_ASM30781v1
Helicobacter_pylori_Rif2,T02318,hei,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/307/835/GCA_000307835.1_ASM30783v1
Helicobacter_pylori_Aklavik117,T02352,hpya,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/315/955/GCA_000315955.1_ASM31595v1
Helicobacter_pylori_Aklavik86,T02353,hpyk,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/875/GCA_000317875.1_ASM31787v1
Helicobacter_pylori_OK113,T02510,hpyo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/348/865/GCA_000348865.1_ASM34886v1
Helicobacter_pylori_OK310,T02542,hpyl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/348/885/GCA_000348885.1_ASM34888v1
Helicobacter_pylori_oki102,T03182,hpyb,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/600/045/GCA_000600045.1_ASM60004v1
Helicobacter_pylori_oki112,T03723,hpyc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/600/085/GCA_000600085.1_ASM60008v1
Helicobacter_pylori_oki128,T03724,hpyd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/600/125/GCA_000600125.1_ASM60012v1
Helicobacter_pylori_oki154,T03725,hpye,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/600/145/GCA_000600145.1_ASM60014v1
Helicobacter_pylori_oki422,T03726,hpyf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/600/165/GCA_000600165.1_ASM60016v1
Helicobacter_pylori_oki673,T03727,hpyg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/600/185/GCA_000600185.1_ASM60018v1
Helicobacter_pylori_oki828,T03728,hpyh,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/600/205/GCA_000600205.1_ASM60020v1
Helicobacter_pylori_oki898,T03729,hpyj,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/600/225/GCA_000600225.1_ASM60022v1
Helicobacter_pylori_UM032,T02658,hpyr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/392/455/GCA_000392455.3_ASM39245v3
Helicobacter_pylori_UM037,T02659,hpyi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/392/515/GCA_000392515.3_ASM39251v3
Helicobacter_pylori_UM066,T02660,hpyu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/392/535/GCA_000392535.3_ASM39253v3
Helicobacter_pylori_UM299,T02661,hpym,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/392/475/GCA_000392475.3_ASM39247v3
Helicobacter_pylori_UM298,T02757,hem,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/295/GCA_000439295.2_ASM43929v2
Helicobacter_pylori_BM012A,T02939,heb,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/498/315/GCA_000498315.1_ASM49831v1
Helicobacter_pylori_BM012S,T02940,hez,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/498/335/GCA_000498335.1_ASM49833v1
Helicobacter_hepaticus,T00133,hhe,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/905/GCA_000007905.1_ASM790v1
Helicobacter_acinonychis,T00371,hac,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/305/GCA_000009305.1_ASM930v1
Helicobacter_mustelae,T01191,hms,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/091/985/GCA_000091985.1_ASM9198v1
Helicobacter_felis,T01375,hfe,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/200/595/GCA_000200595.1_ASM20059v1
Helicobacter_bizzozeronii,T01540,hbi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/285/GCA_000237285.1_ASM23728v1
Helicobacter_cetorum_MIT_00-7128,T02032,hce,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/259/255/GCA_000259255.1_ASM25925v1
Helicobacter_cetorum_MIT_99-5656,T02033,hcm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/259/275/GCA_000259275.1_ASM25927v1
Helicobacter_cinaedi_PAGU611,T02034,hcp,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/635/GCA_000284635.1_ASM28463v1
Helicobacter_cinaedi_CCUG_18818_=_ATCC_BAA-847,T02494,hcb,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/975/GCA_000349975.1_ASM34997v1
Helicobacter_heilmannii,T02626,hhm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/319/205/GCA_000319205.1_ASM31920v1
Helicobacter_typhlonius,T04174,hty,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/460/635/GCA_001460635.1_htyphlonius_mit97-6810
Helicobacter_bilis,T04788,hbl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/985/GCA_001999985.1_ASM199998v1
Helicobacter_apodemus,T05516,had,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/097/575/GCA_003097575.1_ASM309757v1
Helicobacter_enhydrae,T05984,het,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/335/GCA_001693335.1_ASM169333v1
Helicobacter_cholecystus,T06600,hcl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/638/485/GCA_900638485.1_57728_B01
Helicobacter_winghamensis,T07030,hwi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/931/175/GCA_014931175.1_ASM1493117v1
Helicobacter_suis,T07888,hsh,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/374/215/GCA_013374215.1_ASM1337421v1
Helicobacter_pullorum,T08673,hpul,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/638/355/GCA_900638355.1_57428_B01
Helicobacter_ailurogastricus,T08780,hail,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/998/115/GCA_025998115.1_ASM2599811v1
Wolinella_succinogenes,T00146,wsu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/135/GCA_000196135.1_ASM19613v1
Sulfurimonas_denitrificans,T00298,tdn,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/965/GCA_000012965.1_ASM1296v1
Sulfurimonas_autotrophica,T01316,sua,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/355/GCA_000147355.1_ASM14735v1
Sulfurimonas_xiamenensis,T06240,suln,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/258/045/GCA_009258045.1_ASM925804v1
Sulfurimonas_lithotrophica,T06298,sulg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/258/225/GCA_009258225.1_ASM925822v1
Sulfurimonas_sp._CVO,T06373,sulc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/883/775/GCA_009883775.1_ASM988377v1
Sulfurimonas_paralvinellae,T06862,spal,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/905/135/GCA_014905135.1_ASM1490513v1
Sulfurimonas_sediminis,T07337,ssei,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/905/115/GCA_014905115.1_ASM1490511v1
Candidatus_Sulfurimonas_baltica,T07552,sbal,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/265/455/GCA_015265455.1_ASM1526545v1
Candidatus_Sulfurimonas_marisnigri,T07564,smas,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/265/475/GCA_015265475.1_ASM1526547v1
Sulfurimonas_marina,T08627,smax,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/905/095/GCA_014905095.1_ASM1490509v1
